community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	minimal	B_bin.11	B_bin.33	M_acgam1p_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.33	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.33	M_h2o_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.33	M_hxan_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.34	M_acald_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.34	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.34	M_gua_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.34	M_h2o_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.34	M_h_e	0.04	0.85	1	0.034
all	minimal	B_bin.11	B_bin.34	M_o2_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.34	M_pi_e	0.04	0.96	1	0.0384
all	minimal	B_bin.11	B_bin.34	M_thm_e	0.04	0.01	1	0.0004
all	minimal	B_bin.11	B_bin.37	M_acald_e	0.65	1.0	1	0.65
all	minimal	B_bin.11	B_bin.37	M_acgam1p_e	0.65	0.07	1	0.045500000000000006
all	minimal	B_bin.11	B_bin.37	M_cys__L_e	0.65	0.1	1	0.065
all	minimal	B_bin.11	B_bin.37	M_fe2_e	0.65	0.98	1	0.637
all	minimal	B_bin.11	B_bin.37	M_fe3_e	0.65	0.02	1	0.013000000000000001
all	minimal	B_bin.11	B_bin.37	M_glc__D_e	0.65	0.18	1	0.11699999999999999
all	minimal	B_bin.11	B_bin.37	M_glyc_e	0.65	0.08	1	0.052000000000000005
all	minimal	B_bin.11	B_bin.37	M_gua_e	0.65	0.02	1	0.013000000000000001
all	minimal	B_bin.11	B_bin.37	M_h2o_e	0.65	0.07	1	0.045500000000000006
all	minimal	B_bin.11	B_bin.37	M_h_e	0.65	0.85	1	0.5525
all	minimal	B_bin.11	B_bin.37	M_o2_e	0.65	1.0	1	0.65
all	minimal	B_bin.11	B_bin.37	M_pi_e	0.65	0.96	1	0.624
all	minimal	B_bin.11	B_bin.37	M_thm_e	0.65	0.01	1	0.006500000000000001
all	minimal	B_bin.11	B_bin.5	M_acald_e	0.24	1.0	1	0.24
all	minimal	B_bin.11	B_bin.5	M_fe2_e	0.24	0.98	1	0.2352
all	minimal	B_bin.11	B_bin.5	M_fe3_e	0.24	0.02	1	0.0048
all	minimal	B_bin.11	B_bin.5	M_gua_e	0.24	0.02	1	0.0048
all	minimal	B_bin.11	B_bin.5	M_h2o_e	0.24	0.07	1	0.016800000000000002
all	minimal	B_bin.11	B_bin.5	M_pi_e	0.24	0.96	1	0.2304
all	minimal	B_bin.11	B_bin.6	M_acald_e	1.0	1.0	1	1.0
all	minimal	B_bin.11	B_bin.6	M_fe2_e	1.0	0.98	1	0.98
all	minimal	B_bin.11	B_bin.6	M_fe3_e	1.0	0.02	1	0.02
all	minimal	B_bin.11	B_bin.6	M_glc__D_e	1.0	0.18	1	0.18
all	minimal	B_bin.11	B_bin.6	M_glu__L_e	1.0	0.25	1	0.25
all	minimal	B_bin.11	B_bin.6	M_glyc_e	1.0	0.08	1	0.08
all	minimal	B_bin.11	B_bin.6	M_h2o_e	1.0	0.07	1	0.07
all	minimal	B_bin.11	B_bin.6	M_h_e	1.0	0.85	1	0.85
all	minimal	B_bin.11	B_bin.6	M_his__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.11	B_bin.6	M_pi_e	1.0	0.96	1	0.96
all	minimal	B_bin.11	B_bin.7	M_acald_e	1.0	1.0	1	1.0
all	minimal	B_bin.11	B_bin.7	M_arg__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.11	B_bin.7	M_fe3_e	1.0	0.02	1	0.02
all	minimal	B_bin.11	B_bin.7	M_glu__L_e	1.0	0.25	1	0.25
all	minimal	B_bin.11	B_bin.7	M_glyc_e	1.0	0.08	1	0.08
all	minimal	B_bin.11	B_bin.7	M_h2o_e	1.0	0.07	1	0.07
all	minimal	B_bin.11	B_bin.7	M_h_e	1.0	0.85	1	0.85
all	minimal	B_bin.11	B_bin.7	M_o2_e	1.0	1.0	1	1.0
all	minimal	B_bin.11	B_bin.7	M_thm_e	1.0	0.01	1	0.01
all	minimal	B_bin.11	B_bin.8	M_acald_e	0.23	1.0	1	0.23
all	minimal	B_bin.11	B_bin.8	M_fe2_e	0.23	0.98	1	0.22540000000000002
all	minimal	B_bin.11	B_bin.8	M_fe3_e	0.23	0.02	1	0.0046
all	minimal	B_bin.11	B_bin.8	M_glyc_e	0.23	0.08	1	0.0184
all	minimal	B_bin.11	B_bin.8	M_gua_e	0.23	0.02	1	0.0046
all	minimal	B_bin.11	B_bin.8	M_h2o_e	0.23	0.07	1	0.016100000000000003
all	minimal	B_bin.11	B_bin.8	M_h_e	0.23	0.85	1	0.1955
all	minimal	B_bin.11	B_bin.8	M_istfrnA_e	0.23	0.02	1	0.0046
all	minimal	B_bin.11	B_bin.8	M_o2_e	0.23	1.0	1	0.23
all	minimal	B_bin.11	B_bin.8	M_pi_e	0.23	0.96	1	0.2208
all	minimal	B_bin.11	B_bin.8	M_thm_e	0.23	0.01	1	0.0023
all	minimal	B_bin.11	B_bin.9	M_acald_e	0.04	1.0	1	0.04
all	minimal	B_bin.11	B_bin.9	M_fe2_e	0.04	0.98	1	0.0392
all	minimal	B_bin.11	B_bin.9	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.9	M_glyc_e	0.04	0.08	1	0.0032
all	minimal	B_bin.11	B_bin.9	M_h2o_e	0.04	0.07	1	0.0028000000000000004
all	minimal	B_bin.11	B_bin.9	M_h_e	0.04	0.85	1	0.034
all	minimal	B_bin.11	B_bin.9	M_istfrnA_e	0.04	0.02	1	0.0008
all	minimal	B_bin.11	B_bin.9	M_pi_e	0.04	0.96	1	0.0384
all	minimal	B_bin.12	B_bin.1	M_cys__L_e	0.05	0.01	1	0.0005
all	minimal	B_bin.12	B_bin.1	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.1	M_glc__D_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.1	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.1	M_lys__L_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.1	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.1	M_o2_e	0.05	0.92	1	0.046000000000000006
all	minimal	B_bin.12	B_bin.1	M_pheme_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.1	M_pi_e	0.05	0.34	1	0.017
all	minimal	B_bin.12	B_bin.1	M_thm_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.1	M_ura_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.10	M_fe2_e	0.95	0.93	1	0.8835
all	minimal	B_bin.12	B_bin.10	M_fe3_e	0.95	0.02	1	0.019
all	minimal	B_bin.12	B_bin.10	M_h_e	0.95	1.0	1	0.95
all	minimal	B_bin.12	B_bin.10	M_lys__L_e	0.95	0.04	1	0.038
all	minimal	B_bin.12	B_bin.10	M_mal__L_e	0.95	0.03	1	0.028499999999999998
all	minimal	B_bin.12	B_bin.10	M_nh4_e	0.95	0.03	1	0.028499999999999998
all	minimal	B_bin.12	B_bin.10	M_o2_e	0.95	0.92	1	0.874
all	minimal	B_bin.12	B_bin.10	M_pi_e	0.95	0.34	1	0.323
all	minimal	B_bin.12	B_bin.10	M_thm_e	0.95	0.03	1	0.028499999999999998
all	minimal	B_bin.12	B_bin.11	M_cys__L_e	0.05	0.01	1	0.0005
all	minimal	B_bin.12	B_bin.11	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.11	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.11	M_glc__D_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.11	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.11	M_istfrnB_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.11	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.14	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.14	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.14	M_glc__D_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.14	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.14	M_indole_e	0.05	0.06	1	0.003
all	minimal	B_bin.12	B_bin.14	M_istfrnB_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.14	M_mal__L_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.14	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.14	M_o2_e	0.05	0.92	1	0.046000000000000006
all	minimal	B_bin.12	B_bin.14	M_pheme_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.14	M_thm_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.15	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.15	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.15	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.15	M_istfrnB_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.15	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.17	M_cys__L_e	0.05	0.01	1	0.0005
all	minimal	B_bin.12	B_bin.17	M_etoh_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.17	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.17	M_glc__D_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.17	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.17	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.17	M_o2_e	0.05	0.92	1	0.046000000000000006
all	minimal	B_bin.12	B_bin.17	M_pi_e	0.05	0.34	1	0.017
all	minimal	B_bin.12	B_bin.17	M_thm_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.18	M_etoh_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.18	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.18	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.18	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.18	M_istfrnB_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.18	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.18	M_o2_e	0.05	0.92	1	0.046000000000000006
all	minimal	B_bin.12	B_bin.18	M_pi_e	0.05	0.34	1	0.017
all	minimal	B_bin.12	B_bin.18	M_thm_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.18	M_ura_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.20	M_fe2_e	1.0	0.93	1	0.93
all	minimal	B_bin.12	B_bin.20	M_fe3_e	1.0	0.02	1	0.02
all	minimal	B_bin.12	B_bin.20	M_glc__D_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.20	M_glu__L_e	1.0	0.02	1	0.02
all	minimal	B_bin.12	B_bin.20	M_h_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.20	M_ile__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.20	M_indole_e	1.0	0.06	1	0.06
all	minimal	B_bin.12	B_bin.20	M_istfrnB_e	1.0	0.04	1	0.04
all	minimal	B_bin.12	B_bin.20	M_leu__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.20	M_lys__L_e	1.0	0.04	1	0.04
all	minimal	B_bin.12	B_bin.20	M_nh4_e	1.0	0.03	1	0.03
all	minimal	B_bin.12	B_bin.20	M_thr__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.20	M_ura_e	1.0	0.04	1	0.04
all	minimal	B_bin.12	B_bin.20	M_val__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.21	M_cys__L_e	0.05	0.01	1	0.0005
all	minimal	B_bin.12	B_bin.21	M_etoh_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.21	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.21	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.21	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.21	M_indole_e	0.05	0.06	1	0.003
all	minimal	B_bin.12	B_bin.21	M_istfrnB_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.21	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.21	M_pheme_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.21	M_ura_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.23	M_arg__L_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.23	M_etoh_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.23	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.23	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.23	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.23	M_ile__L_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.23	M_leu__L_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.23	M_lys__L_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.23	M_mal__L_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.23	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.23	M_o2_e	0.05	0.92	1	0.046000000000000006
all	minimal	B_bin.12	B_bin.23	M_pheme_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.23	M_pi_e	0.05	0.34	1	0.017
all	minimal	B_bin.12	B_bin.23	M_thm_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.23	M_ura_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.23	M_val__L_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.24	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.24	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.24	M_glc__D_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.24	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.24	M_pheme_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.25	M_fe2_e	0.07	0.93	1	0.0651
all	minimal	B_bin.12	B_bin.25	M_fe3_e	0.07	0.02	1	0.0014000000000000002
all	minimal	B_bin.12	B_bin.25	M_h_e	0.07	1.0	1	0.07
all	minimal	B_bin.12	B_bin.25	M_istfrnB_e	0.07	0.04	1	0.0028000000000000004
all	minimal	B_bin.12	B_bin.25	M_mal__L_e	0.07	0.03	1	0.0021000000000000003
all	minimal	B_bin.12	B_bin.25	M_nh4_e	0.07	0.03	1	0.0021000000000000003
all	minimal	B_bin.12	B_bin.25	M_pi_e	0.07	0.34	1	0.023800000000000005
all	minimal	B_bin.12	B_bin.25	M_ura_e	0.07	0.04	1	0.0028000000000000004
all	minimal	B_bin.12	B_bin.26	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.26	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.26	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.26	M_istfrnB_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.26	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.28	M_fe2_e	0.23	0.93	1	0.2139
all	minimal	B_bin.12	B_bin.28	M_fe3_e	0.23	0.02	1	0.0046
all	minimal	B_bin.12	B_bin.28	M_glc__D_e	0.23	1.0	1	0.23
all	minimal	B_bin.12	B_bin.28	M_h_e	0.23	1.0	1	0.23
all	minimal	B_bin.12	B_bin.28	M_istfrnB_e	0.23	0.04	1	0.0092
all	minimal	B_bin.12	B_bin.28	M_mal__L_e	0.23	0.03	1	0.0069
all	minimal	B_bin.12	B_bin.28	M_nh4_e	0.23	0.03	1	0.0069
all	minimal	B_bin.12	B_bin.28	M_ser__L_e	0.23	0.01	1	0.0023
all	minimal	B_bin.12	B_bin.29	M_ala__L_e	0.2	0.03	1	0.006
all	minimal	B_bin.12	B_bin.29	M_etoh_e	0.2	0.03	1	0.006
all	minimal	B_bin.12	B_bin.29	M_fe2_e	0.2	0.93	1	0.18600000000000003
all	minimal	B_bin.12	B_bin.29	M_fe3_e	0.2	0.02	1	0.004
all	minimal	B_bin.12	B_bin.29	M_h_e	0.2	1.0	1	0.2
all	minimal	B_bin.12	B_bin.29	M_istfrnB_e	0.2	0.04	1	0.008
all	minimal	B_bin.12	B_bin.29	M_lys__L_e	0.2	0.04	1	0.008
all	minimal	B_bin.12	B_bin.29	M_mal__L_e	0.2	0.03	1	0.006
all	minimal	B_bin.12	B_bin.29	M_nh4_e	0.2	0.03	1	0.006
all	minimal	B_bin.12	B_bin.29	M_o2_e	0.2	0.92	1	0.18400000000000002
all	minimal	B_bin.12	B_bin.29	M_ser__L_e	0.2	0.01	1	0.002
all	minimal	B_bin.12	B_bin.29	M_thm_e	0.2	0.03	1	0.006
all	minimal	B_bin.12	B_bin.29	M_ura_e	0.2	0.04	1	0.008
all	minimal	B_bin.12	B_bin.3	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.3	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.3	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.3	M_istfrnB_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.3	M_mal__L_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.3	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.31	M_fe2_e	0.22	0.93	1	0.2046
all	minimal	B_bin.12	B_bin.31	M_fe3_e	0.22	0.02	1	0.0044
all	minimal	B_bin.12	B_bin.31	M_h_e	0.22	1.0	1	0.22
all	minimal	B_bin.12	B_bin.31	M_istfrnB_e	0.22	0.04	1	0.0088
all	minimal	B_bin.12	B_bin.31	M_mal__L_e	0.22	0.03	1	0.0066
all	minimal	B_bin.12	B_bin.31	M_nh4_e	0.22	0.03	1	0.0066
all	minimal	B_bin.12	B_bin.31	M_ser__L_e	0.22	0.01	1	0.0022
all	minimal	B_bin.12	B_bin.32	M_etoh_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.32	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.32	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.32	M_h_e	0.05	1.0	1	0.05
all	minimal	B_bin.12	B_bin.32	M_indole_e	0.05	0.06	1	0.003
all	minimal	B_bin.12	B_bin.32	M_istfrnB_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.32	M_mal__L_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.32	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.32	M_o2_e	0.05	0.92	1	0.046000000000000006
all	minimal	B_bin.12	B_bin.32	M_pi_e	0.05	0.34	1	0.017
all	minimal	B_bin.12	B_bin.32	M_thm_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.32	M_ura_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.33	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.33	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.34	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.12	B_bin.34	M_fum_e	0.04	0.03	1	0.0012
all	minimal	B_bin.12	B_bin.34	M_h_e	0.04	1.0	1	0.04
all	minimal	B_bin.12	B_bin.34	M_mal__L_e	0.04	0.03	1	0.0012
all	minimal	B_bin.12	B_bin.34	M_nh4_e	0.04	0.03	1	0.0012
all	minimal	B_bin.12	B_bin.34	M_o2_e	0.04	0.92	1	0.0368
all	minimal	B_bin.12	B_bin.34	M_pi_e	0.04	0.34	1	0.013600000000000001
all	minimal	B_bin.12	B_bin.34	M_thm_e	0.04	0.03	1	0.0012
all	minimal	B_bin.12	B_bin.37	M_cys__L_e	0.25	0.01	1	0.0025
all	minimal	B_bin.12	B_bin.37	M_fe2_e	0.25	0.93	1	0.2325
all	minimal	B_bin.12	B_bin.37	M_fe3_e	0.25	0.02	1	0.005
all	minimal	B_bin.12	B_bin.37	M_glc__D_e	0.25	1.0	1	0.25
all	minimal	B_bin.12	B_bin.37	M_h_e	0.25	1.0	1	0.25
all	minimal	B_bin.12	B_bin.37	M_nh4_e	0.25	0.03	1	0.0075
all	minimal	B_bin.12	B_bin.37	M_o2_e	0.25	0.92	1	0.23
all	minimal	B_bin.12	B_bin.37	M_pi_e	0.25	0.34	1	0.085
all	minimal	B_bin.12	B_bin.37	M_ser__L_e	0.25	0.01	1	0.0025
all	minimal	B_bin.12	B_bin.37	M_thm_e	0.25	0.03	1	0.0075
all	minimal	B_bin.12	B_bin.37	M_ura_e	0.25	0.04	1	0.01
all	minimal	B_bin.12	B_bin.5	M_fe2_e	0.05	0.93	1	0.04650000000000001
all	minimal	B_bin.12	B_bin.5	M_fe3_e	0.05	0.02	1	0.001
all	minimal	B_bin.12	B_bin.5	M_nh4_e	0.05	0.03	1	0.0015
all	minimal	B_bin.12	B_bin.5	M_pi_e	0.05	0.34	1	0.017
all	minimal	B_bin.12	B_bin.5	M_ura_e	0.05	0.04	1	0.002
all	minimal	B_bin.12	B_bin.6	M_fe2_e	1.0	0.93	1	0.93
all	minimal	B_bin.12	B_bin.6	M_fe3_e	1.0	0.02	1	0.02
all	minimal	B_bin.12	B_bin.6	M_glc__D_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.6	M_glu__L_e	1.0	0.02	1	0.02
all	minimal	B_bin.12	B_bin.6	M_h_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.6	M_his__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.6	M_lys__L_e	1.0	0.04	1	0.04
all	minimal	B_bin.12	B_bin.6	M_nh4_e	1.0	0.03	1	0.03
all	minimal	B_bin.12	B_bin.6	M_pheme_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.6	M_pi_e	1.0	0.34	1	0.34
all	minimal	B_bin.12	B_bin.7	M_arg__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.7	M_etoh_e	1.0	0.03	1	0.03
all	minimal	B_bin.12	B_bin.7	M_fe3_e	1.0	0.02	1	0.02
all	minimal	B_bin.12	B_bin.7	M_glu__L_e	1.0	0.02	1	0.02
all	minimal	B_bin.12	B_bin.7	M_h_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.7	M_lys__L_e	1.0	0.04	1	0.04
all	minimal	B_bin.12	B_bin.7	M_mal__L_e	1.0	0.03	1	0.03
all	minimal	B_bin.12	B_bin.7	M_nh4_e	1.0	0.03	1	0.03
all	minimal	B_bin.12	B_bin.7	M_o2_e	1.0	0.92	1	0.92
all	minimal	B_bin.12	B_bin.7	M_pheme_e	1.0	1.0	1	1.0
all	minimal	B_bin.12	B_bin.7	M_thm_e	1.0	0.03	1	0.03
all	minimal	B_bin.12	B_bin.8	M_fe2_e	0.25	0.93	1	0.2325
all	minimal	B_bin.12	B_bin.8	M_fe3_e	0.25	0.02	1	0.005
all	minimal	B_bin.12	B_bin.8	M_h_e	0.25	1.0	1	0.25
all	minimal	B_bin.12	B_bin.8	M_indole_e	0.25	0.06	1	0.015
all	minimal	B_bin.12	B_bin.8	M_istfrnB_e	0.25	0.04	1	0.01
all	minimal	B_bin.12	B_bin.8	M_lys__L_e	0.25	0.04	1	0.01
all	minimal	B_bin.12	B_bin.8	M_nh4_e	0.25	0.03	1	0.0075
all	minimal	B_bin.12	B_bin.8	M_o2_e	0.25	0.92	1	0.23
all	minimal	B_bin.12	B_bin.8	M_pi_e	0.25	0.34	1	0.085
all	minimal	B_bin.12	B_bin.8	M_ser__L_e	0.25	0.01	1	0.0025
all	minimal	B_bin.12	B_bin.8	M_thm_e	0.25	0.03	1	0.0075
all	minimal	B_bin.12	B_bin.8	M_ura_e	0.25	0.04	1	0.01
all	minimal	B_bin.12	B_bin.9	M_fe2_e	0.04	0.93	1	0.037200000000000004
all	minimal	B_bin.12	B_bin.9	M_fe3_e	0.04	0.02	1	0.0008
all	minimal	B_bin.12	B_bin.9	M_h_e	0.04	1.0	1	0.04
all	minimal	B_bin.12	B_bin.9	M_indole_e	0.04	0.06	1	0.0024
all	minimal	B_bin.12	B_bin.9	M_istfrnB_e	0.04	0.04	1	0.0016
all	minimal	B_bin.12	B_bin.9	M_mal__L_e	0.04	0.03	1	0.0012
all	minimal	B_bin.12	B_bin.9	M_nh4_e	0.04	0.03	1	0.0012
all	minimal	B_bin.12	B_bin.9	M_pi_e	0.04	0.34	1	0.013600000000000001
all	minimal	B_bin.12	B_bin.9	M_ura_e	0.04	0.04	1	0.0016
all	minimal	B_bin.14	B_bin.1	M_ala__D_e	0.06451612903225806	0.07	1	0.004516129032258065
all	minimal	B_bin.14	B_bin.1	M_cys__L_e	0.06451612903225806	0.04	1	0.0025806451612903226
all	minimal	B_bin.14	B_bin.1	M_fe3_e	0.06451612903225806	0.06	1	0.0038709677419354834
all	minimal	B_bin.14	B_bin.1	M_glc__D_e	0.06451612903225806	0.01	1	0.0006451612903225806
all	minimal	B_bin.14	B_bin.1	M_glyc_e	0.06451612903225806	0.31	1	0.02
all	minimal	B_bin.14	B_bin.1	M_h2s_e	0.06451612903225806	0.04	1	0.0025806451612903226
